chrom	exonStarts	exonEnds	cdsStart	cdsEnd	strand	exon_count	txStart	txEnd	mature_mRNA_Length	Name	ID
chr5	179798277	179798346	179798346	179798346	-	1	179798277	179798346	69	MIR1229	NR_031598.1
chr5	180015302	180015397	180015397	180015397	-	1	180015302	180015397	95	MIR340	NR_029885.1
chr5	181043402	181043484	181043484	181043484	-	1	181043402	181043484	82	MIR8089	NR_107056.1
chr5	181222565	181222633	181222633	181222633	-	1	181222565	181222633	68	MIR4638	NR_039781.1
chr6	1390313	1390411	1390411	1390411	-	1	1390313	1390411	98	MIR6720	NR_106778.1
chr6	2854030	2854107	2854107	2854107	-	1	2854030	2854107	77	MIR4645	NR_039788.1
chr6	5148232	5148322	5148322	5148322	-	1	5148232	5148322	90	MIR3691	NR_037462.1
chr6	6169303	6169435	6169435	6169435	-	1	6169303	6169435	132	MIR7853	NR_107007.1
chr6	6169333	6169409	6169409	6169409	+	1	6169333	6169409	76	MIR5683	NR_049863.1
chr6	10439716	10439794	10439794	10439794	+	1	10439716	10439794	78	MIR5689	NR_049872.1
chr6	16141555	16141624	16141624	16141624	+	1	16141555	16141624	69	MIR4639	NR_039782.2
chr6	18571783	18571880	18571880	18571880	+	1	18571783	18571880	97	MIR548A1	NR_030312.1
chr6	27147625	27147688	27147688	27147688	+	1	27147625	27147688	63	MIR3143	NR_036096.1
chr6	30584331	30584417	30584417	30584417	+	1	30584331	30584417	86	MIR877	NR_030615.1
chr6	30890882	30890972	30890972	30890972	+	1	30890882	30890972	90	MIR4640	NR_039783.1
chr6	31355223	31355316	31355316	31355316	-	1	31355223	31355316	93	MIR6891	NR_106951.1
chr6	31633786	31633858	31633858	31633858	+	1	31633786	31633858	72	MIR6832	NR_106890.1
chr6	31701028	31701091	31701091	31701091	-	1	31701028	31701091	63	MIR4646	NR_039789.1
chr6	31956838	31956940	31956940	31956940	-	1	31956838	31956940	102	MIR1236	NR_031601.1
chr6	32170029	32170116	32170116	32170116	-	1	32170029	32170116	87	MIR6721	NR_106779.1
chr6	32179815	32179876	32179876	32179876	+	1	32179815	32179876	61	MIR6833	NR_106891.1
chr6	32749911	32749979	32749979	32749979	-	1	32749911	32749979	68	MIR3135B	NR_039668.1
chr6	33207834	33207944	33207944	33207944	+	1	33207834	33207944	110	MIR219A1	NR_029633.1
chr6	33287226	33287289	33287289	33287289	-	1	33287226	33287289	63	MIR6873	NR_106933.1
chr6	33290244	33290325	33290325	33290325	+	1	33290244	33290325	81	MIR6834	NR_106892.1
chr6	33438330	33438437	33438437	33438437	+	1	33438330	33438437	107	MIR5004	NR_049800.1
chr6	33698127	33698234	33698234	33698234	+	1	33698127	33698234	107	MIR3934	NR_037498.1
chr6	33899134	33899200	33899200	33899200	+	1	33899134	33899200	66	MIR7159	NR_106982.1
chr6	33999971	34000051	34000051	34000051	-	1	33999971	34000051	80	MIR1275	NR_031681.1
chr6	34240672	34240736	34240736	34240736	+	1	34240672	34240736	64	MIR6835	NR_106893.1
chr6	35470507	35470579	35470579	35470579	+	1	35470507	35470579	72	MIR7111	NR_106961.1
chr6	35664716	35664789	35664789	35664789	-	1	35664716	35664789	73	MIR5690	NR_049873.1
chr6	36622435	36622512	36622512	36622512	-	1	36622435	36622512	77	MIR3925	NR_037491.1
chr6	37555364	37555422	37555422	37555422	-	1	37555364	37555422	58	MIR4462	NR_039669.1
chr6	39074313	39074381	39074381	39074381	+	1	39074313	39074381	68	MIR9983	NR_162114.1
chr6	41598722	41598788	41598788	41598788	+	1	41598722	41598788	66	MIR4641	NR_039784.2
chr6	41733553	41733610	41733610	41733610	-	1	41733553	41733610	57	MIR10398	NR_162107.1
chr6	43434541	43434620	43434620	43434620	+	1	43434541	43434620	79	MIR6780B	NR_106894.1
chr6	44254205	44254285	44254285	44254285	-	1	44254205	44254285	80	MIR4647	NR_039790.1
chr6	44435640	44435722	44435722	44435722	+	1	44435640	44435722	82	MIR4642	NR_039785.1
chr6	45197673	45197770	45197770	45197770	-	1	45197673	45197770	97	MIR586	NR_030313.1
chr6	52144348	52144434	52144434	52144434	+	1	52144348	52144434	86	MIR206	NR_029713.1
chr6	52148922	52149041	52149041	52149041	+	1	52148922	52149041	119	MIR133B	NR_029903.1
chr6	53276992	53277071	53277071	53277071	+	1	53276992	53277071	79	MIR5685	NR_049866.1
chr6	57390131	57390212	57390212	57390212	+	1	57390131	57390212	81	MIR548U	NR_036097.1
chr6	71376959	71377031	71377031	71377031	-	1	71376959	71377031	72	MIR30C2	NR_029598.1
chr6	71403550	71403621	71403621	71403621	-	1	71403550	71403621	71	MIR30A	NR_029504.1
chr6	72967686	72967753	72967753	72967753	-	1	72967686	72967753	67	MIR4282	NR_036244.1
chr6	75428406	75428473	75428473	75428473	+	1	75428406	75428473	67	MIR4463	NR_039670.1
chr6	78539262	78539309	78539309	78539309	-	1	78539262	78539309	47	MIR10524	NR_162115.1
chr6	90312741	90312833	90312833	90312833	+	1	90312741	90312833	92	MIR4464	NR_039671.1
chr6	91521659	91521737	91521737	91521737	+	1	91521659	91521737	78	MIR4643	NR_039786.1
chr6	98024530	98024621	98024621	98024621	+	1	98024530	98024621	91	MIR2113	NR_031579.1
chr6	99124608	99124696	99124696	99124696	+	1	99124608	99124696	88	MIR548AI	NR_039672.1
chr6	106784124	106784220	106784220	106784220	+	1	106784124	106784220	96	MIR587	NR_030314.1
chr6	119069046	119069143	119069143	119069143	-	1	119069046	119069143	97	MIR548B	NR_030315.1
chr6	120015178	120015257	120015257	120015257	+	1	120015178	120015257	79	MIR3144	NR_036098.1
chr6	126484630	126484713	126484713	126484713	+	1	126484630	126484713	83	MIR588	NR_030316.1
chr6	131792171	131792231	131792231	131792231	+	1	131792171	131792231	60	MIR548H5	NR_039610.1
chr6	132115191	132115263	132115263	132115263	-	1	132115191	132115263	72	MIR548AJ1	NR_039673.1
chr6	134979337	134979432	134979432	134979432	-	1	134979337	134979432	95	MIR3662	NR_037435.1
chr6	135239159	135239256	135239256	135239256	+	1	135239159	135239256	97	MIR548A2	NR_030317.1
chr6	138435212	138435294	138435294	138435294	-	1	138435212	138435294	82	MIR3145	NR_036099.1
chr6	140205251	140205326	140205326	140205326	+	1	140205251	140205326	75	MIR3668	NR_037441.1
chr6	140683813	140683883	140683883	140683883	+	1	140683813	140683883	70	MIR4465	NR_039675.1
chr6	151102674	151102776	151102776	151102776	+	1	151102674	151102776	102	MIR12131	NR_162145.1
chr6	154853359	154853436	154853436	154853436	+	1	154853359	154853436	77	MIR1273C	NR_036100.1
chr6	155946796	155946879	155946879	155946879	+	1	155946796	155946879	83	MIR1202	NR_031606.1
chr6	156779677	156779731	156779731	156779731	-	1	156779677	156779731	54	MIR4466	NR_039676.1
chr6	157529131	157529200	157529200	157529200	+	1	157529131	157529200	69	MIR3692	NR_037463.1
chr6	158609706	158609790	158609790	158609790	+	1	158609706	158609790	84	MIR7161	NR_106981.1
chr6	158764660	158764753	158764753	158764753	-	1	158764660	158764753	93	MIR3918	NR_037482.1
chr6	166509353	166509433	166509433	166509433	-	1	166509353	166509433	80	MIR1913	NR_031734.1
chr6	166997806	166997912	166997912	166997912	-	1	166997806	166997912	106	MIR3939	NR_037504.1
chr6	170330760	170330844	170330844	170330844	+	1	170330760	170330844	84	MIR4644	NR_039787.1
chr7	1022932	1023026	1023026	1023026	-	1	1022932	1023026	94	MIR339	NR_029898.1
chr7	1844179	1844253	1844253	1844253	-	1	1844179	1844253	74	MIR4655	NR_039799.1
chr7	2257514	2257577	2257577	2257577	-	1	2257514	2257577	63	MIR6836	NR_106895.1
chr7	2527073	2527145	2527145	2527145	+	1	2527073	2527145	72	MIR4648	NR_039791.2
chr7	4788564	4788639	4788639	4788639	-	1	4788564	4788639	75	MIR4656	NR_039800.1
chr7	5495818	5495917	5495917	5495917	-	1	5495818	5495917	99	MIR589	NR_030318.1
chr7	5711839	5711910	5711910	5711910	-	1	5711839	5711910	71	MIR6874	NR_106934.1
chr7	7066963	7067045	7067045	7067045	-	1	7066963	7067045	82	MIR3683	NR_037454.1
chr7	18127219	18127309	18127309	18127309	-	1	18127219	18127309	90	MIR1302-6	NR_031635.1
chr7	19705357	19705436	19705436	19705436	-	1	19705357	19705436	79	MIR3146	NR_036101.1
chr7	21471057	21471146	21471146	21471146	+	1	21471057	21471146	89	MIR1183	NR_031594.1
chr7	25949918	25949986	25949986	25949986	-	1	25949918	25949986	68	MIR148A	NR_029597.1
chr7	27169479	27169563	27169563	27169563	-	1	27169479	27169563	84	MIR196B	NR_029911.1
chr7	29680733	29680828	29680828	29680828	-	1	29680733	29680828	95	MIR550A3	NR_039600.1
chr7	30289793	30289890	30289890	30289890	-	1	30289793	30289890	97	MIR550B1	NR_037513.1
chr7	30289793	30289890	30289890	30289890	+	1	30289793	30289890	97	MIR550A1	NR_030319.1
chr7	32732980	32733077	32733077	32733077	-	1	32732980	32733077	97	MIR550B2	NR_037514.1
chr7	32732980	32733077	32733077	32733077	+	1	32732980	32733077	97	MIR550A2	NR_030320.1
chr7	34940759	34940834	34940834	34940834	-	1	34940759	34940834	75	MIR548N	NR_031666.1
chr7	36919356	36919432	36919432	36919432	-	1	36919356	36919432	76	MIR1200	NR_031604.1
chr7	43150894	43150994	43150994	43150994	+	1	43150894	43150994	100	MIR3943	NR_037508.1
chr7	44051765	44051829	44051829	44051829	+	1	44051765	44051829	64	MIR6837	NR_106896.1
chr7	44073377	44073433	44073433	44073433	-	1	44073377	44073433	56	MIR6838	NR_106897.1
chr7	44110848	44110912	44110912	44110912	+	1	44110848	44110912	64	MIR4649	NR_039792.2
chr7	44881747	44881800	44881800	44881800	-	1	44881747	44881800	53	MIR4657	NR_039801.1
chr7	56955784	56955864	56955864	56955864	-	1	56955784	56955864	80	MIR4283-1	NR_036246.1
chr7	57405024	57405090	57405090	57405090	+	1	57405024	57405090	66	MIR3147	NR_036102.1
chr7	63621089	63621169	63621169	63621169	+	1	63621089	63621169	80	MIR4283-2	NR_036270.1
chr7	64679063	64679176	64679176	64679176	+	1	64679063	64679176	113	MIR6839	NR_106898.1
chr7	67114321	67114397	67114397	67114397	-	1	67114321	67114397	76	MIR4650-1	NR_039793.1
chr7	71307671	71307770	71307770	71307770	-	1	71307671	71307770	99	MIR3914-1	NR_037477.1
chr7	71307673	71307768	71307768	71307768	+	1	71307673	71307768	95	MIR3914-2	NR_037479.1
chr7	72697902	72697978	72697978	72697978	+	1	72697902	72697978	76	MIR4650-2	NR_039794.1
chr7	73711316	73711397	73711397	73711397	+	1	73711316	73711397	81	MIR4284	NR_036247.1
chr7	74191197	74191294	74191294	74191294	+	1	74191197	74191294	97	MIR590	NR_030321.1
chr7	74595967	74596026	74596026	74596026	+	1	74595967	74596026	59	MIR10525	NR_162116.1
chr7	75915196	75915269	75915269	75915269	+	1	75915196	75915269	73	MIR4651	NR_039795.1
chr7	92204014	92204098	92204098	92204098	-	1	92204014	92204098	84	MIR1285-1	NR_031616.1
chr7	93482759	93482855	93482855	93482855	-	1	93482759	93482855	96	MIR653	NR_030388.1
chr7	93483935	93484019	93484019	93484019	-	1	93483935	93484019	84	MIR489	NR_030164.1
chr7	93716927	93717005	93717005	93717005	+	1	93716927	93717005	78	MIR4652	NR_039796.1
chr7	96219661	96219756	96219756	96219756	-	1	96219661	96219756	95	MIR591	NR_030322.1
chr7	97963657	97963726	97963726	97963726	+	1	97963657	97963726	69	MIR5692A1	NR_049875.1
chr7	97964404	97964481	97964481	97964481	-	1	97964404	97964481	77	MIR5692C2	NR_049868.1
chr7	98881649	98881729	98881729	98881729	+	1	98881649	98881729	80	MIR3609	NR_037403.1
chr7	99409171	99409264	99409264	99409264	+	1	99409171	99409264	93	MIR12119	NR_162133.1
chr7	100093559	100093643	100093643	100093643	-	1	100093559	100093643	84	MIR25	NR_029498.1
chr7	100093767	100093847	100093847	100093847	-	1	100093767	100093847	80	MIR93	NR_029510.1
chr7	100093992	100094074	100094074	100094074	-	1	100093992	100094074	82	MIR106B	NR_029831.1
chr7	100156604	100156669	100156669	100156669	-	1	100156604	100156669	65	MIR4658	NR_039802.1
chr7	100356650	100356721	100356721	100356721	+	1	100356650	100356721	71	MIR6840	NR_106899.1
chr7	100868035	100868107	100868107	100868107	+	1	100868035	100868107	72	MIR6875	NR_106935.1
chr7	101159472	101159555	101159555	101159555	+	1	101159472	101159555	83	MIR4653	NR_039797.1
chr7	102293102	102293187	102293187	102293187	+	1	102293102	102293187	85	MIR4285	NR_036245.2
chr7	102405741	102405855	102405855	102405855	-	1	102405741	102405855	114	MIR548O	NR_031669.1
chr7	102465741	102465826	102465826	102465826	+	1	102465741	102465826	85	MIR5090	NR_049813.1
chr7	102471468	102471531	102471531	102471531	+	1	102471468	102471531	63	MIR4467	NR_039677.1
chr7	114653344	114653455	114653455	114653455	+	1	114653344	114653455	111	MIR3666	NR_037439.1
chr7	117020210	117020319	117020319	117020319	+	1	117020210	117020319	109	MIR6132	NR_106748.1
chr7	127058087	127058184	127058184	127058184	-	1	127058087	127058184	97	MIR592	NR_030323.1
chr7	128081860	128081960	128081960	128081960	+	1	128081860	128081960	100	MIR593	NR_030324.1
chr7	128207871	128207943	128207943	128207943	+	1	128207871	128207943	72	MIR129-1	NR_029596.1
chr7	129770382	129770492	129770492	129770492	-	1	129770382	129770492	110	MIR182	NR_029614.1
chr7	129774691	129774769	129774769	129774769	-	1	129774691	129774769	78	MIR96	NR_029512.1
chr7	129774904	129775014	129775014	129775014	-	1	129774904	129775014	110	MIR183	NR_029615.1
chr7	130496110	130496204	130496204	130496204	+	1	130496110	130496204	94	MIR335	NR_029899.1
chr7	130876746	130876810	130876810	130876810	-	1	130876746	130876810	64	MIR29A	NR_029503.1
chr7	130877458	130877539	130877539	130877539	-	1	130877458	130877539	81	MIR29B1	NR_029517.1
chr7	133034859	133034915	133034915	133034915	-	1	133034859	133034915	56	MIR3654	NR_037427.1
chr7	133290880	133290988	133290988	133290988	+	1	133290880	133290988	108	MIR6133	NR_106749.1
chr7	135206993	135207078	135207078	135207078	-	1	135206993	135207078	85	MIR6509	NR_106764.1
chr7	136903166	136903294	136903294	136903294	+	1	136903166	136903294	128	MIR490	NR_030165.1
chr7	138123757	138123821	138123821	138123821	+	1	138123757	138123821	64	MIR4468	NR_039678.1
chr7	139044099	139044157	139044157	139044157	-	1	139044099	139044157	58	MIR10399	NR_162108.1
chr7	142474526	142474603	142474603	142474603	+	1	142474526	142474603	77	MIR11400	NR_162121.1
chr7	143382685	143382800	143382800	143382800	+	1	143382685	143382800	115	MIR6892	NR_106952.1
chr7	147378016	147378121	147378121	147378121	-	1	147378016	147378121	105	MIR548F4	NR_031645.1
chr7	151238420	151238538	151238538	151238538	+	1	151238420	151238538	118	MIR671	NR_030407.1
chr7	151433488	151433639	151433639	151433639	-	1	151433488	151433639	151	MIR3907	NR_037468.1
chr7	157574335	157574422	157574422	157574422	-	1	157574335	157574422	87	MIR153-2	NR_029689.1
chr7	158532717	158532813	158532813	158532813	-	1	158532717	158532813	96	MIR595	NR_030325.1
chr7	158591615	158591696	158591696	158591696	+	1	158591615	158591696	81	MIR5707	NR_049893.1
chr8	1801124	1801192	1801192	1801192	+	1	1801124	1801192	68	MIR3674	NR_037445.1
chr8	1817230	1817307	1817307	1817307	+	1	1817230	1817307	77	MIR596	NR_030326.1
chr8	2076588	2076640	2076640	2076640	+	1	2076588	2076640	52	MIR7160	NR_106983.1
chr8	6622123	6622220	6622220	6622220	-	1	6622123	6622220	97	MIR8055	NR_107022.1
chr8	6745163	6745244	6745244	6745244	+	1	6745163	6745244	81	MIR4659A	NR_039803.1
chr8	6745167	6745240	6745240	6745240	-	1	6745167	6745240	73	MIR4659B	NR_039807.1
chr8	8088940	8089089	8089089	8089089	-	1	8088940	8089089	149	MIR548I3	NR_031689.1
chr8	9048444	9048518	9048518	9048518	+	1	9048444	9048518	74	MIR4660	NR_039804.1
chr8	9741671	9741768	9741768	9741768	+	1	9741671	9741768	97	MIR597	NR_030327.1
chr8	9903387	9903472	9903472	9903472	-	1	9903387	9903472	85	MIR124-1	NR_029668.1
chr8	10666977	10667070	10667070	10667070	+	1	10666977	10667070	93	MIR4286	NR_036248.1
chr8	10825372	10825443	10825443	10825443	-	1	10825372	10825443	71	MIR1322	NR_031711.1
chr8	11035205	11035302	11035302	11035302	-	1	11035205	11035302	97	MIR598	NR_030328.1
chr8	12719131	12719190	12719190	12719190	+	1	12719131	12719190	59	MIR5692A2	NR_049876.1
chr8	12727231	12727304	12727304	12727304	-	1	12727231	12727304	73	MIR3926-1	NR_037492.1
chr8	12727236	12727299	12727299	12727299	+	1	12727236	12727299	63	MIR3926-2	NR_037495.1
chr8	14853437	14853510	14853510	14853510	-	1	14853437	14853510	73	MIR383	NR_029875.1
chr8	17681577	17681657	17681657	17681657	-	1	17681577	17681657	80	MIR548V	NR_036103.1
chr8	22244965	22245037	22245037	22245037	-	1	22244965	22245037	72	MIR320A	NR_029714.2
chr8	24953795	24953867	24953867	24953867	-	1	24953795	24953867	72	MIR6841	NR_106900.1
chr8	25345401	25345474	25345474	25345474	+	1	25345401	25345474	73	MIR6876	NR_106936.1
chr8	27048852	27048963	27048963	27048963	-	1	27048852	27048963	111	MIR548H4	NR_031680.1
chr8	27433369	27433434	27433434	27433434	+	1	27433369	27433434	65	MIR6842	NR_106901.1
chr8	27610600	27610751	27610751	27610751	-	1	27610600	27610751	151	MIR6843	NR_106902.1
chr8	27701672	27701767	27701767	27701767	-	1	27701672	27701767	95	MIR3622B	NR_037418.1
chr8	27701676	27701759	27701759	27701759	+	1	27701676	27701759	83	MIR3622A	NR_037417.1
chr8	27886038	27886116	27886116	27886116	-	1	27886038	27886116	78	MIR4287	NR_036249.1
chr8	28505115	28505182	28505182	28505182	-	1	28505115	28505182	67	MIR4288	NR_036250.1
chr8	29957271	29957348	29957348	29957348	-	1	29957271	29957348	77	MIR3148	NR_036104.1
chr8	41271047	41271143	41271143	41271143	-	1	41271047	41271143	96	MIR548AO	NR_049801.1
chr8	41660440	41660508	41660508	41660508	-	1	41660440	41660508	68	MIR486-1	NR_030161.1
chr8	41660443	41660507	41660507	41660507	+	1	41660443	41660507	64	MIR486-2	NR_106984.1
chr8	42896196	42896275	42896275	42896275	-	1	42896196	42896275	79	MIR4469	NR_039679.1
chr8	61714787	61714859	61714859	61714859	+	1	61714787	61714859	72	MIR4470	NR_039680.1
chr8	64379148	64379257	64379257	64379257	+	1	64379148	64379257	109	MIR124-2	NR_029669.1
chr8	74548542	74548617	74548617	74548617	+	1	74548542	74548617	75	MIR5681A	NR_049860.1
chr8	74548549	74548609	74548609	74548609	-	1	74548549	74548609	60	MIR5681B	NR_049871.1
chr8	74705692	74705747	74705747	74705747	+	1	74705692	74705747	55	MIR2052	NR_031744.1
chr8	76966767	76966850	76966850	76966850	-	1	76966767	76966850	83	MIR3149	NR_130460.1
chr8	79332187	79332274	79332274	79332274	+	1	79332187	79332274	87	MIR12123	NR_162137.1
chr8	80241388	80241473	80241473	80241473	+	1	80241388	80241473	85	MIR5708	NR_049894.1
chr8	91205484	91205559	91205559	91205559	+	1	91205484	91205559	75	MIR4661	NR_039805.1
chr8	93029750	93029839	93029839	93029839	+	1	93029750	93029839	89	MIR8084	NR_107051.1
chr8	93916021	93916119	93916119	93916119	-	1	93916021	93916119	98	MIR378D2	NR_039602.1
chr8	95072910	95072996	95072996	95072996	-	1	95072910	95072996	86	MIR3150B	NR_037484.1
chr8	95072913	95072993	95072993	95072993	+	1	95072913	95072993	80	MIR3150A	NR_036105.1
chr8	98393644	98393738	98393738	98393738	-	1	98393644	98393738	94	MIR9903	NR_162095.1
chr8	99536635	99536730	99536730	99536730	-	1	99536635	99536730	95	MIR599	NR_030329.1
chr8	99536785	99536861	99536861	99536861	-	1	99536785	99536861	76	MIR875	NR_030596.1
chr8	100382762	100382845	100382845	100382845	+	1	100382762	100382845	83	MIR4471	NR_039681.1
chr8	100702967	100703024	100703024	100703024	-	1	100702967	100703024	57	MIR7705	NR_106992.1
chr8	102125431	102125515	102125515	102125515	+	1	102125431	102125515	84	MIR5680	NR_049859.1
chr8	103154613	103154689	103154689	103154689	+	1	103154613	103154689	76	MIR3151	NR_036106.1
chr8	104484368	104484465	104484465	104484465	-	1	104484368	104484465	97	MIR548A3	NR_030330.1
chr8	112643492	112643583	112643583	112643583	+	1	112643492	112643583	91	MIR2053	NR_031745.1
chr8	116874727	116874800	116874800	116874800	-	1	116874727	116874800	73	MIR3610	NR_037404.1
chr8	119325170	119325265	119325265	119325265	+	1	119325170	119325265	95	MIR548AZ	NR_106755.1
chr8	123215787	123215863	123215863	123215863	-	1	123215787	123215863	76	MIR4663	NR_039808.1
chr8	123348033	123348130	123348130	123348130	-	1	123348033	123348130	97	MIR548D1	NR_030382.1
chr8	123348033	123348130	123348130	123348130	+	1	123348033	123348130	97	MIR548AA1	NR_037516.1
chr8	124508514	124508576	124508576	124508576	-	1	124508514	124508576	62	MIR6844	NR_106903.1
chr8	124821977	124822058	124822058	124822058	-	1	124821977	124822058	81	MIR4662B	NR_039809.1
chr8	124821984	124822051	124822051	124822051	+	1	124821984	124822051	67	MIR4662A	NR_039806.1
chr8	127795961	127796028	127796028	127796028	+	1	127795961	127796028	67	MIR1204	NR_031609.1
chr8	127960632	127960695	127960695	127960695	+	1	127960632	127960695	63	MIR1205	NR_031610.1
chr8	128008897	128008956	128008956	128008956	+	1	128008897	128008956	59	MIR1206	NR_031611.1
chr8	128049151	128049238	128049238	128049238	+	1	128049151	128049238	87	MIR1207	NR_031612.1
chr8	128150115	128150188	128150188	128150188	+	1	128150115	128150188	73	MIR1208	NR_031613.1
chr8	129484056	129484142	129484142	129484142	-	1	129484056	129484142	86	MIR3686	NR_037457.1
chr8	130008333	130008453	130008453	130008453	-	1	130008333	130008453	120	MIR5194	NR_049826.1
chr8	133046480	133046581	133046581	133046581	-	1	133046480	133046581	101	MIR7848	NR_107002.1
chr8	134800519	134800607	134800607	134800607	-	1	134800519	134800607	88	MIR30B	NR_029666.1
chr8	134804875	134804945	134804945	134804945	-	1	134804875	134804945	70	MIR30D	NR_029599.1
chr8	140732563	140732653	140732653	140732653	-	1	140732563	140732653	90	MIR151A	NR_029892.1
chr8	141786241	141786313	141786313	141786313	-	1	141786241	141786313	72	MIR1302-7	NR_031636.1
chr8	142176338	142176418	142176418	142176418	+	1	142176338	142176418	80	MIR4472-1	NR_039682.1
chr8	143733082	143733153	143733153	143733153	-	1	143733082	143733153	71	MIR4664	NR_039810.1
chr8	143812956	143813042	143813042	143813042	-	1	143812956	143813042	86	MIR937	NR_030633.1
chr8	143837755	143837816	143837816	143837816	-	1	143837755	143837816	61	MIR6845	NR_106904.1
chr8	143945190	143945279	143945279	143945279	-	1	143945190	143945279	89	MIR661	NR_030383.1
chr8	144057320	144057380	144057380	144057380	-	1	144057320	144057380	60	MIR6846	NR_106905.1
chr8	144079873	144079942	144079942	144079942	+	1	144079873	144079942	69	MIR6847	NR_106906.1
chr8	144262672	144262737	144262737	144262737	-	1	144262672	144262737	65	MIR7112	NR_107057.1
chr8	144317245	144317315	144317315	144317315	-	1	144317245	144317315	70	MIR6848	NR_106907.1
chr8	144394148	144394230	144394230	144394230	-	1	144394148	144394230	82	MIR939	NR_030635.1
chr8	144400085	144400165	144400165	144400165	-	1	144400085	144400165	80	MIR1234	NR_031600.2
chr8	144400276	144400345	144400345	144400345	-	1	144400276	144400345	69	MIR6849	NR_106908.1
chr8	144435550	144435619	144435619	144435619	-	1	144435550	144435619	69	MIR6893	NR_106953.1
chr8	144462484	144462539	144462539	144462539	-	1	144462484	144462539	55	MIR10400	NR_162109.1
chr8	144791930	144791991	144791991	144791991	-	1	144791930	144791991	61	MIR6850	NR_106909.1
chr9	30143	30281	30281	30281	+	1	30143	30281	138	MIR1302-9	NR_036266.1
chr9	4850296	4850375	4850375	4850375	+	1	4850296	4850375	79	MIR101-2	NR_029836.1
chr9	6007825	6007904	6007904	6007904	+	1	6007825	6007904	79	MIR4665	NR_039811.1
chr9	18573305	18573379	18573379	18573379	+	1	18573305	18573379	74	MIR3152	NR_036107.1
chr9	20411147	20411238	20411238	20411238	-	1	20411147	20411238	91	MIR4473	NR_039684.1
chr9	20502264	20502342	20502342	20502342	-	1	20502264	20502342	78	MIR4474	NR_039685.1
chr9	20716104	20716188	20716188	20716188	+	1	20716104	20716188	84	MIR491	NR_030166.1
chr9	21512114	21512185	21512185	21512185	-	1	21512114	21512185	71	MIR31	NR_029505.1
chr9	28863625	28863706	28863706	28863706	-	1	28863625	28863706	81	MIR876	NR_030597.1
chr9	28888878	28888955	28888955	28888955	-	1	28888878	28888955	77	MIR873	NR_030618.1
chr9	33108691	33108765	33108765	33108765	+	1	33108691	33108765	74	MIR12117	NR_162131.1
chr9	33467868	33467935	33467935	33467935	-	1	33467868	33467935	67	MIR6851	NR_106910.1
chr9	35608093	35608159	35608159	35608159	+	1	35608093	35608159	66	MIR4667	NR_039813.2
chr9	35710675	35710741	35710741	35710741	-	1	35710675	35710741	66	MIR6852	NR_106911.1
chr9	35732921	35732995	35732995	35732995	+	1	35732921	35732995	74	MIR6853	NR_106912.1
chr9	36823538	36823599	36823599	36823599	-	1	36823538	36823599	61	MIR4475	NR_039686.1
chr9	36864253	36864308	36864308	36864308	-	1	36864253	36864308	55	MIR4540	NR_039766.1
chr9	36893461	36893531	36893531	36893531	-	1	36893461	36893531	70	MIR4476	NR_039687.1
chr9	40929009	40929092	40929092	40929092	-	1	40929009	40929092	83	MIR1299	NR_031629.1
chr9	41233754	41233835	41233835	41233835	+	1	41233754	41233835	81	MIR4477A	NR_039688.1
chr9	63819573	63819654	63819654	63819654	+	1	63819573	63819654	81	MIR4477B	NR_039689.1
chr9	70809974	70810084	70810084	70810084	-	1	70809974	70810084	110	MIR204	NR_029621.1
chr9	83969747	83969857	83969857	83969857	-	1	83969747	83969857	110	MIR7-1	NR_029605.1
chr9	88745835	88745905	88745905	88745905	-	1	88745835	88745905	70	MIR4289	NR_036252.1
chr9	89312224	89312306	89312306	89312306	+	1	89312224	89312306	82	MIR3153	NR_036108.1
chr9	90023440	90023535	90023535	90023535	-	1	90023440	90023535	95	MIR4290	NR_036253.1
chr9	91636250	91636361	91636361	91636361	+	1	91636250	91636361	111	MIR3910-1	NR_037472.1
chr9	91636263	91636345	91636345	91636345	-	1	91636263	91636345	82	MIR3910-2	NR_037489.1
chr9	92292457	92292547	92292547	92292547	-	1	92292457	92292547	90	MIR3651	NR_037424.1
chr9	92527983	92528058	92528058	92528058	-	1	92527983	92528058	75	MIR4670	NR_039817.1
chr9	93594840	93594894	93594894	93594894	+	1	93594840	93594894	54	MIR548AU	NR_049853.1
chr9	93819356	93819421	93819421	93819421	+	1	93819356	93819421	65	MIR4291	NR_036254.1
chr9	94175956	94176036	94176036	94176036	+	1	94175956	94176036	80	MIRLET7A1	NR_029476.1
chr9	94176346	94176433	94176433	94176433	+	1	94176346	94176433	87	MIRLET7F1	NR_029483.1
chr9	94178833	94178920	94178920	94178920	+	1	94178833	94178920	87	MIRLET7D	NR_029481.1
chr9	94809961	94810057	94810057	94810057	+	1	94809961	94810057	96	MIR2278	NR_031755.1
chr9	95065349	95065446	95065446	95065446	+	1	95065349	95065446	97	MIR6081	NR_106729.1
chr9	95085207	95085304	95085304	95085304	+	1	95085207	95085304	97	MIR23B	NR_029664.1
chr9	95085444	95085541	95085541	95085541	+	1	95085444	95085541	97	MIR27B	NR_029665.1
chr9	95086013	95086094	95086094	95086094	-	1	95086013	95086094	81	MIR3074	NR_036109.1
chr9	95086020	95086088	95086088	95086088	+	1	95086020	95086088	68	MIR24-1	NR_029496.1
chr9	97363553	97363681	97363681	97363681	-	1	97363553	97363681	128	MIR1302-8	NR_031637.1
